,Unnamed: 0.1,Unnamed: 0,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name
658,658,658,Lenovo,Gaming,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,Windows 10,3.31,63722.88,0,1,141.21199808219862,Intel Core i7
659,659,659,Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,167691.8736,0,1,254.67134914246225,Intel Core i7
660,660,660,Dell,Notebook,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.56,65481.12,0,0,157.3505121487356,Intel Core i5
661,661,661,Lenovo,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Intel HD Graphics 500,Windows 10,2.2,22324.32,0,0,100.45466986113652,Intel Processor
662,662,662,Lenovo,Notebook,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,28504.8,0,0,141.21199808219862,Intel Core i5
663,663,663,HP,Notebook,Intel Core i3 6006U 2GHz,6,1TB HDD,AMD Radeon R5 M430,Windows 10,2.04,28717.92,0,0,141.21199808219862,Intel Core i3
664,664,664,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,79215.1056,0,0,127.33567457123112,Intel Core i7
665,665,665,Toshiba,Notebook,Intel Core i3 6100U 2.1GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,26533.44,0,0,100.45466986113652,Intel Core i3
666,666,666,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.06,50882.4,0,0,141.21199808219862,Intel Core i5
667,667,667,HP,Notebook,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon 530,Windows 10,2.1,39693.6,0,0,141.21199808219862,Intel Core i7
668,668,668,Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,67026.24,0,1,141.21199808219862,Intel Core i5
669,669,669,Acer,Notebook,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Linux,2.1,21951.36,0,0,100.45466986113652,Intel Core i3
670,670,670,Microsoft,Ultrabook,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.252,99519.048,1,0,200.84255993695703,Intel Core i7
671,671,671,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,1.9,43580.376,0,0,141.21199808219862,Intel Core i5
672,672,672,Lenovo,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.3,55091.52,1,1,165.6321180513006,Intel Core i5
673,673,673,Lenovo,Notebook,AMD E-Series E2-9000 2.2GHz,4,128GB SSD,AMD Radeon R2 Graphics,Windows 10,2.2,18594.72,0,0,100.45466986113652,AMD Processor
674,674,674,HP,2 in 1 Convertible,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Nvidia GeForce 940MX,Windows 10,1.63,37242.72,1,1,157.3505121487356,Intel Core i3
675,675,675,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,68944.32,0,0,141.21199808219862,Intel Core i7
676,676,676,Asus,Ultrabook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,60472.8,0,0,157.3505121487356,Intel Core i5
677,677,677,HP,2 in 1 Convertible,Intel Celeron Dual Core N3350 1.1GHz,8,64GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,26373.6,1,0,135.0942111925629,Intel Processor
678,678,678,LG,Ultrabook,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.09,122490.72,0,1,141.21199808219862,Intel Core i7
679,679,679,Acer,Gaming,Intel Core i5 7300HQ 2.5GHz,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,69210.72,0,0,141.21199808219862,Intel Core i5
680,680,680,MSI,Gaming,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,53168.112,0,0,141.21199808219862,Intel Core i5
681,681,681,Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows 10,1.86,22324.32,0,0,100.45466986113652,Intel Processor
682,682,682,Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.21,109277.28,0,0,141.21199808219862,Intel Core i5
683,683,683,HP,Notebook,Intel Core i3 6006U 2GHz,4,256GB SSD,AMD Radeon R5 520,Windows 10,2.5,37242.72,0,1,127.33567457123112,Intel Core i3
684,684,684,Lenovo,2 in 1 Convertible,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.19,79866.72,1,1,165.6321180513006,Intel Core i7
685,685,685,Dell,Gaming,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49,149916.6,0,0,141.21199808219862,Intel Core i7
686,686,686,HP,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon 520,Windows 10,1.86,32639.8608,0,0,100.45466986113652,Intel Core i5
687,687,687,Dell,Notebook,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2,29073.2976,0,0,100.45466986113652,Intel Core i3
688,688,688,HP,Notebook,AMD A10-Series 9600P 2.4GHz,6,2TB HDD,AMD Radeon R7 M440,Windows 10,2.65,30316.32,0,1,127.33567457123112,AMD Processor
689,689,689,Lenovo,Notebook,Intel Celeron Dual Core 3855U 1.6GHz,4,500GB HDD,Intel HD Graphics 510,Windows 10,2.1,16943.04,0,0,100.45466986113652,Intel Processor
690,690,690,Acer,Notebook,Intel Celeron Dual Core 3855U 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,19980.0,0,0,111.93520355955212,Intel Processor
691,691,691,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,37242.72,0,0,157.3505121487356,Intel Core i5
692,692,692,HP,Workstation,Intel Core i7 7700HQ 2.8GHz,8,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,101657.7072,0,0,127.33567457123112,Intel Core i7
693,693,693,Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,137995.2,1,0,209.8006828649808,Intel Core i7
694,694,694,Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.5,51841.44,0,1,165.6321180513006,Intel Core i5
695,695,695,Acer,Netbook,Intel Celeron Dual Core N3050 1.6GHz,4,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,14332.32,0,0,135.0942111925629,Intel Processor
696,696,696,Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.38,93186.72,1,0,157.3505121487356,Intel Core i7
697,697,697,Asus,2 in 1 Convertible,Intel Core M M3-6Y30 0.9GHz,4,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,35644.32,1,0,176.23257360658386,Intel Processor
698,698,698,Toshiba,Ultrabook,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,100006.56,1,0,165.6321180513006,Intel Core i7
699,699,699,HP,Notebook,Intel Core i7 7500U 2.7GHz,4,500GB HDD,AMD Radeon 530,Windows 10,2.1,36709.92,0,1,141.21199808219862,Intel Core i7
700,700,700,Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,43636.32,0,0,141.21199808219862,Intel Core i5
701,701,701,Lenovo,Notebook,AMD A9-Series 9420 2.9GHz,4,256GB SSD,AMD Radeon 530,Windows 10,2.2,21258.72,0,0,141.21199808219862,AMD Processor
702,702,702,Lenovo,Notebook,AMD A12-Series 9720P 3.6GHz,8,1TB HDD,AMD Radeon R7,Windows 10,2.2,22857.12,0,0,100.45466986113652,AMD Processor
703,703,703,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.1,33110.856,0,0,141.21199808219862,Intel Core i5
704,704,704,Lenovo,Notebook,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,No OS,1.9,23976.0,0,0,100.45466986113652,Intel Core i3
705,705,705,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,42357.6,0,0,141.21199808219862,Intel Core i5
706,706,706,Acer,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,53226.72,1,1,165.6321180513006,Intel Core i5
707,707,707,Lenovo,Workstation,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia Quadro M520M,Windows 7,2.18,98834.4,0,0,141.21199808219862,Intel Core i7
708,708,708,Lenovo,Notebook,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,63456.48,0,0,157.3505121487356,Intel Core i5
709,709,709,HP,Notebook,AMD A10-Series 9620P 2.5GHz,6,2TB HDD,AMD Radeon 530,Windows 10,2.71,34898.9328,0,1,127.33567457123112,AMD Processor
710,710,710,Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,66546.72,0,1,141.21199808219862,Intel Core i7
711,711,711,Dell,Notebook,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,Linux,1.64,58021.92,0,0,157.3505121487356,Intel Core i5
712,712,712,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Linux,1.98,38681.28,0,0,141.21199808219862,Intel Core i5
713,713,713,Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,15877.44,0,0,157.3505121487356,Intel Processor
714,714,714,Dell,Notebook,Intel Core i5 7300U 2.6GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.93,76012.4448,0,0,141.21199808219862,Intel Core i5
715,715,715,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 920MX,Windows 10,1.87,45664.6896,0,1,157.3505121487356,Intel Core i5
716,716,716,Dell,Notebook,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,62817.12,0,0,141.21199808219862,Intel Core i5
717,717,717,Lenovo,Notebook,AMD A6-Series 7310 2GHz,4,500GB HDD,AMD Radeon R4,Windows 10,2.19,15877.44,0,0,100.45466986113652,AMD Processor
718,718,718,Mediacom,Notebook,Intel Atom Z8350 1.92GHz,4,32GB HDD,Intel HD Graphics 400,Windows 10,1.4,14119.2,0,1,161.72539083525606,Intel Processor
719,719,719,HP,Notebook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,63936.0,0,0,127.33567457123112,Intel Core i7
720,720,720,Lenovo,Ultrabook,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.17,89864.1792,0,1,209.8006828649808,Intel Core i7
721,721,721,HP,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.58,44574.048,1,1,117.82653006268644,Intel Core i5
722,722,722,Lenovo,Ultrabook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,79866.72,0,1,157.3505121487356,Intel Core i5
723,723,723,Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,194972.832,0,0,254.67134914246225,Intel Core i7
724,724,724,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71847.0144,0,0,127.33567457123112,Intel Core i7
725,725,725,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,No OS,1.9,26101.872,0,0,100.45466986113652,Intel Core i5
726,726,726,Dell,Notebook,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.2,38308.32,0,0,141.21199808219862,Intel Core i5
727,727,727,Dell,2 in 1 Convertible,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,1.71,34578.72,1,0,165.6321180513006,Intel Core i3
728,728,728,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R7 M445,Linux,2.32,31409.6256,0,0,100.45466986113652,Intel Core i5
729,729,729,HP,Notebook,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon 520,Windows 10,2.1,26053.92,0,0,141.21199808219862,AMD Processor
730,730,730,Acer,Gaming,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,103096.8,0,1,127.33567457123112,Intel Core i7
731,731,731,Dell,Notebook,Intel Core i5 7200U 2.5GHz,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.25,34578.72,0,0,100.45466986113652,Intel Core i5
732,732,732,HP,Notebook,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1,34632.0,0,0,141.21199808219862,AMD Processor
733,733,733,Acer,Notebook,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.4,29783.52,0,0,100.45466986113652,Intel Core i5
734,734,734,Lenovo,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,51148.8,0,1,165.6321180513006,Intel Core i5
735,735,735,Lenovo,Notebook,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,1.85,41505.12,0,0,141.21199808219862,Intel Core i7
736,736,736,HP,Workstation,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia Quadro M2200,Windows 10,2.6,128884.32,0,0,141.21199808219862,Intel Core i7
737,737,737,Dell,2 in 1 Convertible,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Intel UHD Graphics 620,Windows 10,1.55,35111.52,1,0,165.6321180513006,Intel Core i5
738,738,738,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,111593.8944,0,0,141.21199808219862,Intel Core i7
739,739,739,Acer,Notebook,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.4,21887.424,0,0,100.45466986113652,Intel Core i3
740,740,740,Dell,Notebook,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0,64308.96,0,0,141.21199808219862,Intel Core i7
741,741,741,Dell,Notebook,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.0,35431.2,0,0,100.45466986113652,Intel Core i3
742,742,742,Toshiba,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,81784.8,1,1,157.3505121487356,Intel Core i5
743,743,743,Lenovo,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,53226.72,1,0,157.3505121487356,Intel Core i5
744,744,744,Lenovo,Workstation,Intel Core i7 7600U 2.8GHz,16,1TB SSD,Nvidia Quadro M520M,Windows 10,2.5,175770.72,0,1,282.42399616439724,Intel Core i7
745,745,745,Acer,Notebook,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,17582.4,0,0,111.93520355955212,Intel Processor
746,746,746,Samsung,Ultrabook,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,87858.72,0,0,165.6321180513006,Intel Core i7
747,747,747,HP,Notebook,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.86,28717.92,0,0,141.21199808219862,Intel Core i3
748,748,748,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,60031.1088,0,0,111.93520355955212,Intel Core i5
749,749,749,HP,Workstation,Intel Xeon E3-1535M v5 2.9GHz,16,256GB SSD,Nvidia Quadro M2000M,Windows 7,3.0,233845.92,0,1,127.33567457123112,Intel Processor
750,750,750,Lenovo,Netbook,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,25308.0,1,0,135.0942111925629,Intel Processor
751,751,751,HP,Notebook,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,101232.0,0,0,141.21199808219862,Intel Core i5
752,752,752,Asus,Notebook,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45,30849.12,0,0,100.45466986113652,Intel Core i5
753,753,753,Lenovo,Ultrabook,Intel Core i5 6200U 2.3GHz,4,180GB SSD,Intel HD Graphics 520,Windows 10,1.7,58394.88,0,0,157.3505121487356,Intel Core i5
754,754,754,Asus,Notebook,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,45282.672,0,0,100.45466986113652,Intel Core i7
755,755,755,Lenovo,2 in 1 Convertible,Intel Core i5 6260U 1.8GHz,8,256GB SSD,Intel HD Graphics 540,Windows 10,1.3,63882.72,1,1,276.053530085501,Intel Core i5
756,756,756,HP,Notebook,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,0,1,141.21199808219862,Intel Core i5
757,757,757,HP,Workstation,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,83170.08,0,0,141.21199808219862,Intel Core i7
758,758,758,Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,152859.7872,0,1,282.42399616439724,Intel Core i7
759,759,759,Acer,Notebook,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.1,31914.72,0,0,100.45466986113652,Intel Core i5
760,760,760,Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,55837.44,0,1,141.21199808219862,Intel Core i7
761,761,761,Dell,Ultrabook,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel HD Graphics 620,Windows 10,1.18,99047.52,0,0,176.23257360658386,Intel Core i7
762,762,762,Google,Ultrabook,Intel Core i5 7Y57 1.2GHz,8,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1,83063.52,1,0,234.50740003017813,Intel Core i5
763,763,763,Asus,Ultrabook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.2,60153.12,0,1,276.053530085501,Intel Core i5
764,764,764,Dell,Notebook,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.65,45234.72,0,0,117.82653006268644,Intel Core i3
765,765,765,Acer,Notebook,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,34898.4,0,0,117.82653006268644,Intel Core i5
766,766,766,Asus,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8,25059.7152,0,0,90.58340172449304,Intel Processor
767,767,767,Dell,Gaming,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72,58554.72,1,1,282.42399616439724,Intel Core i7
768,768,768,Samsung,Ultrabook,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.31,85194.72,1,0,165.6321180513006,Intel Core i7
769,769,769,Acer,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Linux,2.1,15877.44,0,0,100.45466986113652,Intel Processor
770,770,770,Dell,Notebook,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,Windows 10,2.3,62938.0656,0,0,141.21199808219862,Intel Core i7
771,771,771,Samsung,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon 540,Windows 10,1.71,95850.72,1,0,146.86047800548656,Intel Core i7
772,772,772,Toshiba,Notebook,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.75,54345.6,0,1,111.93520355955212,Intel Core i5
773,773,773,Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,58554.72,0,0,141.21199808219862,Intel Core i7
774,774,774,HP,Ultrabook,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,66280.32,0,0,125.36742798669836,Intel Core i5
775,775,775,Asus,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,12,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,44701.92,1,0,141.21199808219862,Intel Core i7
776,776,776,Lenovo,Notebook,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5,126273.6,0,0,282.42399616439724,Intel Core i7
777,777,777,Acer,Notebook,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.8,33886.08,0,1,157.3505121487356,Intel Core i3
778,778,778,Razer,Gaming,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,154458.72,0,0,157.3505121487356,Intel Core i7
779,779,779,Asus,Notebook,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Intel HD Graphics 505,Windows 10,2.0,31003.632,0,0,141.21199808219862,Intel Processor
780,780,780,Dell,Gaming,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42,191211.264,0,1,127.33567457123112,Intel Core i7
781,781,781,Asus,Gaming,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3,125208.0,0,1,127.33567457123112,Intel Core i7
782,782,782,Toshiba,Ultrabook,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47,93985.92,0,1,157.3505121487356,Intel Core i7
783,783,783,Lenovo,Notebook,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,Intel HD Graphics 405,No OS,2.2,17529.12,0,0,100.45466986113652,Intel Processor
784,784,784,Lenovo,Ultrabook,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.7,122490.72,0,0,157.3505121487356,Intel Core i7
785,785,785,MSI,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.6,100752.48,0,1,157.3505121487356,Intel Core i7
786,786,786,MSI,Gaming,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,58021.92,0,0,141.21199808219862,Intel Core i5
787,787,787,Lenovo,Gaming,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,53226.72,0,1,141.21199808219862,Intel Core i7
788,788,788,Acer,Gaming,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,122490.72,0,1,127.33567457123112,Intel Core i7
789,789,789,Dell,Gaming,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.62,52480.8,0,0,141.21199808219862,Intel Core i5
790,790,790,Asus,Gaming,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows 10,2.24,71341.92,0,0,141.21199808219862,Intel Core i7
791,791,791,Vero,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22,10810.512,0,0,157.3505121487356,Intel Processor
792,792,792,Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,104961.6,1,1,165.6321180513006,Intel Core i7
793,793,793,Lenovo,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08,51095.52,1,0,141.21199808219862,Intel Core i5
794,794,794,Apple,Ultrabook,Intel Core M 1.2GHz,8,512GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.92,62071.2,0,1,226.4155471693585,Intel Processor
795,795,795,Lenovo,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,124142.4,1,1,209.8006828649808,Intel Core i5
796,796,796,Asus,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.63,15930.72,0,0,111.93520355955212,Intel Processor
797,797,797,Dell,Notebook,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows 10,1.95,43156.8,0,0,100.45466986113652,Intel Core i5
798,798,798,Lenovo,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.38,71874.72,1,1,158.48253022174808,Intel Core i7
799,799,799,Dell,Notebook,Intel Core i3 6006U 2GHz,8,256GB SSD,AMD Radeon R5 M420X,Windows 10,2.0,39373.92,0,0,141.21199808219862,Intel Core i3
800,800,800,HP,Workstation,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14,110017.872,0,0,141.21199808219862,Intel Core i7
801,801,801,Asus,Notebook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,58554.72,0,0,141.21199808219862,Intel Core i5
802,802,802,Dell,Ultrabook,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,79866.72,0,0,165.6321180513006,Intel Core i5
803,803,803,Dell,Notebook,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,93186.72,1,0,282.42399616439724,Intel Core i5
