,Unnamed: 0.2,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,PPI,CPU_name,HDD,SSD,Hybrid,Flash_Storage
383,383,Lenovo,Notebook,8,Nvidia GeForce 940MX,Windows 10,1.5,58554.72,0,1,157.3505121487356,Intel Core i5,0,256,0,0
384,384,Asus,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.1,93181.392,1,0,165.6321180513006,Intel Core i7,0,512,0,0
385,385,Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.13,121584.96,0,1,209.8006828649808,Intel Core i7,0,512,0,0
386,386,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.5,29250.72,0,1,165.6321180513006,Intel Core i3,0,128,0,0
387,387,Dell,Workstation,8,AMD FirePro W5130M,Windows 10,2.23,72940.32,0,0,141.21199808219862,Intel Core i5,500,0,0,0
388,388,Dell,Workstation,8,Nvidia Quadro M1200,Windows 10,2.0,113752.8,0,1,141.21199808219862,Intel Core i7,0,256,0,0
389,389,Lenovo,2 in 1 Convertible,16,Intel HD Graphics 620,Windows 10,1.42,133679.52,1,0,209.8006828649808,Intel Core i7,0,512,0,0
390,390,Asus,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,3.0,55357.92,0,0,127.33567457123112,Intel Core i7,1000,0,0,0
391,391,Asus,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,84768.48,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
392,392,Acer,Notebook,12,Nvidia GeForce MX130,Windows 10,2.2,36975.7872,0,1,100.45466986113652,Intel Core i5,1000,0,0,0
393,393,MSI,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874.72,0,0,127.33567457123112,Intel Core i7,0,256,0,0
394,394,Dell,Notebook,8,AMD Radeon R7 M445,Linux,2.33,41498.1936,0,0,141.21199808219862,Intel Core i7,0,256,0,0
395,395,HP,Ultrabook,4,AMD Radeon 520,Windows 10,1.91,26586.72,0,0,141.21199808219862,AMD Processor,0,256,0,0
396,396,Lenovo,Notebook,8,AMD Radeon RX 550,Windows 10,2.1,65510.9568,0,1,141.21199808219862,Intel Core i7,0,256,0,0
397,397,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.9,49976.64,0,1,157.3505121487356,Intel Core i5,0,256,0,0
398,398,Dell,Workstation,8,Nvidia Quadro M1200,Windows 10,1.78,144495.36,1,0,282.42399616439724,Intel Core i7,0,256,0,0
399,399,Lenovo,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.13,139860.0,0,1,209.8006828649808,Intel Core i7,0,1000,0,0
400,400,Lenovo,Notebook,4,Intel HD Graphics 500,Windows 10,2.2,16303.68,0,0,100.45466986113652,Intel Processor,1000,0,0,0
401,401,Asus,Gaming,16,Nvidia GeForce GTX 1050,Windows 10,2.9,81465.12,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
402,402,Lenovo,Notebook,8,AMD Radeon RX 550,Windows 10,2.1,60978.96,0,1,141.21199808219862,Intel Core i5,1000,256,0,0
403,403,Acer,Notebook,8,Nvidia GeForce GTX 1050,Linux,2.5,46833.12,0,0,141.21199808219862,Intel Core i7,0,256,0,0
404,404,MSI,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,2.8,119826.72,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
405,405,Asus,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.1,99793.44,0,0,157.3505121487356,Intel Core i7,0,512,0,0
406,406,Toshiba,Ultrabook,16,Intel HD Graphics 520,Windows 10,1.2,93080.16,0,0,165.6321180513006,Intel Core i7,0,512,0,0
407,407,Dell,Ultrabook,8,Intel HD Graphics,Windows 10,1.36,89510.4,0,0,157.3505121487356,Intel Core i7,0,512,0,0
408,408,Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.2,21791.52,0,0,141.21199808219862,Intel Core i3,500,0,0,0
409,409,Lenovo,Notebook,2,Intel HD Graphics 500,Windows 10,1.15,16221.096,0,0,135.0942111925629,Intel Processor,0,0,0,32
410,410,Lenovo,Workstation,8,Nvidia Quadro M1200,Windows 10,2.67,102564.0,0,0,141.21199808219862,Intel Core i7,0,512,0,0
411,411,Lenovo,Ultrabook,8,Nvidia GeForce GT 940MX,Windows 10,1.7,103523.04,0,1,209.8006828649808,Intel Core i7,0,512,0,0
412,412,HP,Notebook,4,AMD Radeon 520,Windows 10,2.1,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
413,413,Acer,2 in 1 Convertible,8,Intel HD Graphics 520,Windows 10,1.6,42038.4528,1,1,165.6321180513006,Intel Core i7,0,256,0,0
414,414,Asus,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.27,49443.84,1,1,165.6321180513006,Intel Core i5,0,256,0,0
415,415,Dell,Notebook,4,AMD Radeon R5 M430,Linux,2.3,31909.392,0,0,141.21199808219862,Intel Core i5,0,256,0,0
416,416,Dell,Notebook,4,Intel HD Graphics 520,Windows 10,1.65,36709.92,0,0,117.82653006268644,Intel Core i3,0,128,0,0
417,417,HP,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.43,79920.0,0,0,157.3505121487356,Intel Core i7,0,256,0,0
418,418,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.14,28768.536,0,0,100.45466986113652,Intel Core i5,1000,0,0,0
419,419,Lenovo,Ultrabook,8,AMD Radeon RX 550,Windows 10,1.75,64755.4464,0,1,157.3505121487356,Intel Core i7,0,256,0,0
420,420,Lenovo,2 in 1 Convertible,16,Nvidia GeForce GTX 1050,Windows 10,2.0,101178.72,1,1,282.42399616439724,Intel Core i7,0,512,0,0
421,421,Chuwi,Notebook,6,Intel HD Graphics 500,Windows 10,1.4,23922.72,0,1,267.3384360344031,Intel Processor,0,0,0,64
422,422,HP,Notebook,8,Intel HD Graphics 630,Windows 10,2.31,76030.56,0,0,141.21199808219862,Intel Core i7,0,256,0,0
423,423,Asus,Notebook,8,Nvidia GeForce 940MX,Linux,2.3,31808.16,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
424,424,Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,4.42,149130.72,0,1,169.78089942830815,Intel Core i7,1000,256,0,0
425,425,Dell,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,61751.52,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
426,426,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.02,60867.072,0,0,141.21199808219862,Intel Core i7,2000,256,0,0
427,427,Dell,Ultrabook,8,Intel HD Graphics 620,Linux,1.6,58554.72,0,0,157.3505121487356,Intel Core i7,0,256,0,0
428,428,HP,Gaming,12,Nvidia GeForce GTX 1070,Windows 10,3.35,106506.72,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
429,429,Mediacom,2 in 1 Convertible,4,Intel HD Graphics 500,Windows 10,1.16,15930.72,1,1,189.90579052433608,Intel Processor,0,32,0,0
430,430,Samsung,Netbook,4,Intel HD Graphics 400,Chrome OS,1.15,14332.32,0,0,135.0942111925629,Intel Processor,0,0,0,16
431,431,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.4,53812.8,0,1,165.6321180513006,Intel Core i7,0,256,0,0
432,432,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.7,31914.72,0,1,157.3505121487356,Intel Core i3,0,128,0,0
433,433,Lenovo,Workstation,16,Nvidia GeForce 940MX,Windows 10,2.3,130269.6,0,1,282.42399616439724,Intel Core i7,0,512,0,0
434,434,Lenovo,Notebook,16,Nvidia Quadro M2200M,Windows 10,2.5,130482.72,0,0,141.21199808219862,Intel Core i7,0,512,0,0
435,435,Asus,Gaming,8,AMD Radeon RX 580,Windows 10,3.2,90309.6,0,0,127.33567457123112,AMD Processor,1000,256,0,0
436,436,HP,Notebook,4,Intel HD Graphics 400,Windows 10,2.1,18488.16,0,0,100.45466986113652,Intel Processor,500,0,0,0
437,437,Google,Ultrabook,16,Intel HD Graphics 615,Chrome OS,1.1,117162.72,1,0,234.50740003017813,Intel Core i7,0,512,0,0
438,438,Lenovo,Ultrabook,24,Intel HD Graphics 620,Windows 10,1.32,126912.96,0,0,209.8006828649808,Intel Core i7,0,512,0,0
439,439,Asus,Notebook,4,Intel HD Graphics 620,Linux,2.0,29783.52,0,0,141.21199808219862,Intel Core i5,0,256,0,0
440,440,Lenovo,Notebook,8,AMD Radeon R4,Windows 10,2.8,27652.32,0,0,106.11306214269258,AMD Processor,1000,0,0,0
441,441,Dell,Notebook,4,AMD Radeon 530,Windows 10,2.2,39906.72,0,0,141.21199808219862,Intel Core i5,0,256,0,0
442,442,Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.36,76137.12,0,1,176.23257360658386,Intel Core i5,0,256,0,0
443,443,Lenovo,Notebook,4,Intel HD Graphics 505,Windows 10,2.2,18594.72,0,0,141.21199808219862,Intel Processor,0,128,0,0
444,444,HP,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,0,1,141.21199808219862,Intel Core i7,1000,128,0,0
445,445,Dell,Notebook,8,Nvidia GeForce 930MX,Windows 10,1.64,62817.12,0,0,157.3505121487356,Intel Core i5,0,256,0,0
446,446,Acer,Notebook,4,Intel HD Graphics 620,Linux,2.4,23539.104,0,0,100.45466986113652,Intel Core i5,500,0,0,0
447,447,Dell,Workstation,8,Nvidia Quadro M620,Windows 10,2.23,106187.04,0,0,141.21199808219862,Intel Processor,1000,0,0,64
448,448,MSI,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.2,54757.9872,0,0,141.21199808219862,Intel Core i5,0,256,0,0
449,449,Microsoft,Ultrabook,16,Intel Iris Plus Graphics 640,Windows 10 S,1.25,137941.92,1,0,200.84255993695703,Intel Core i7,0,512,0,0
450,450,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.91,31381.92,0,0,100.45466986113652,Intel Core i5,0,128,0,0
451,451,Dell,Workstation,16,Nvidia Quadro M620,Windows 10,2.17,105228.0,0,1,141.21199808219862,Intel Core i7,0,256,0,0
452,452,HP,Workstation,8,Intel HD Graphics 620,Windows 10,2.31,81731.52,0,1,141.21199808219862,Intel Core i7,0,512,0,0
453,453,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.65,71661.6,0,0,157.3505121487356,Intel Core i5,0,256,0,0
454,454,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.36,52161.12,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
455,455,Dell,2 in 1 Convertible,4,Intel HD Graphics 405,Windows 10,1.47,25521.12,1,0,135.0942111925629,Intel Processor,500,0,0,0
456,456,Dell,Notebook,8,Nvidia GeForce GTX 1060,Windows 10,4.42,109010.88,0,1,127.33567457123112,Intel Core i7,1000,0,0,0
457,457,Microsoft,Ultrabook,4,Intel HD Graphics 615,Windows 10 S,1.252,52693.92,1,0,200.84255993695703,Intel Processor,0,128,0,0
458,458,Microsoft,Ultrabook,8,Intel Iris Plus Graphics 640,Windows 10 S,1.25,95850.72,1,0,200.84255993695703,Intel Core i7,0,256,0,0
459,459,HP,Notebook,8,Intel HD Graphics 520,Windows 10,2.5,34093.872,0,0,106.11306214269258,Intel Core i3,0,256,0,0
460,460,Acer,Notebook,4,Nvidia GeForce 940MX,Windows 10,2.23,28984.32,0,0,141.21199808219862,Intel Core i3,1000,0,0,0
461,461,Acer,Netbook,4,Intel HD Graphics 400,Windows 10,1.4,23176.8,0,0,135.0942111925629,Intel Processor,0,128,0,0
462,462,Asus,Notebook,8,Intel HD Graphics 620,Windows 10,2.37,39906.72,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
463,463,Lenovo,Notebook,8,AMD Radeon R7 M460,No OS,1.5,42570.72,0,1,157.3505121487356,Intel Core i7,0,512,0,0
464,464,Lenovo,Notebook,8,Nvidia Quadro M2200M,Windows 10,2.67,111355.2,0,0,141.21199808219862,Intel Core i7,0,256,0,0
465,465,Asus,Notebook,4,Intel HD Graphics 500,Windows 10,2.0,16197.12,0,0,100.45466986113652,Intel Processor,500,0,0,0
466,466,Acer,Notebook,4,Nvidia GeForce GTX 940MX,Windows 10,2.2,24988.32,0,0,100.45466986113652,Intel Core i3,500,0,0,0
467,467,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.02,40439.52,0,0,141.21199808219862,Intel Core i5,2000,0,0,0
468,468,HP,Gaming,12,Nvidia GeForce GTX 1060,Windows 10,3.78,90522.72,0,1,127.33567457123112,Intel Core i7,1000,0,0,0
469,469,Lenovo,Ultrabook,12,Intel HD Graphics 520,Windows 10,1.4,98994.24,0,1,209.8006828649808,Intel Core i7,0,256,0,0
470,470,HP,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.29,106506.72,1,1,331.2642361026012,Intel Core i7,0,512,0,0
471,471,HP,Notebook,8,AMD FirePro W4190M ,Windows 10,1.9,61485.12,0,0,141.21199808219862,Intel Core i5,500,0,0,0
472,472,Google,Ultrabook,8,Intel HD Graphics 615,Chrome OS,1.1,67932.0,1,0,234.50740003017813,Intel Core i5,0,128,0,0
473,473,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.42,98133.768,1,0,165.6321180513006,Intel Core i5,0,256,0,0
474,474,Asus,Notebook,12,Intel HD Graphics 530,Windows 10,2.06,69210.72,0,1,282.42399616439724,Intel Core i7,1000,128,0,0
475,475,Dell,Notebook,8,Intel HD Graphics 520,Windows 10,1.79,39427.2,0,0,111.93520355955212,Intel Core i3,0,128,0,0
476,476,Dell,Workstation,8,Nvidia Quadro M1200,Windows 10,1.78,128298.24,0,0,141.21199808219862,Intel Core i7,0,256,0,0
477,477,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.7,72673.92,0,0,157.3505121487356,Intel Core i5,0,180,0,0
478,478,Dell,Notebook,8,AMD Radeon 520,Windows 10,2.2,35964.0,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
479,479,Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,1.05,89084.16,0,1,165.6321180513006,Intel Core i5,0,256,0,0
480,480,Dell,Notebook,8,Nvidia GeForce 940MX,Windows 10,2.16,67239.36,0,1,141.21199808219862,Intel Core i7,0,512,0,0
481,481,Dell,Notebook,4,Intel HD Graphics 620,Windows 10,2.18,31254.048,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
482,482,HP,Notebook,4,Intel UHD Graphics 620,Windows 10,1.49,38681.28,0,1,165.6321180513006,Intel Core i5,0,128,0,0
483,483,Chuwi,Notebook,4,Intel HD Graphics,Windows 10,1.89,13261.392,0,0,141.21199808219862,Intel Processor,0,0,0,64
484,484,Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.3,30103.2,0,0,100.45466986113652,Intel Core i3,0,128,0,0
485,485,Lenovo,Notebook,8,Intel UHD Graphics 620,Windows 10,1.75,55890.72,0,1,157.3505121487356,Intel Core i5,0,256,0,0
486,486,Dell,Workstation,16,Nvidia Quadro M620,Windows 10,2.17,124568.64,0,1,141.21199808219862,Intel Core i7,0,512,0,0
487,487,Dell,Notebook,16,Nvidia GeForce GTX 1050,Windows 10,2.06,101178.72,0,0,141.21199808219862,Intel Core i7,0,512,0,0
488,488,Lenovo,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.36,95797.44,0,1,176.23257360658386,Intel Core i7,0,512,0,0
489,489,Asus,Ultrabook,16,Intel HD Graphics 620,Windows 10,0.91,103896.0,0,0,176.23257360658386,Intel Core i7,0,512,0,0
490,490,Lenovo,Notebook,8,Nvidia GeForce 940MX,Windows 10,2.3,53918.8272,0,1,141.21199808219862,Intel Core i5,0,256,0,0
491,491,Toshiba,Ultrabook,32,Intel HD Graphics 620,Windows 10,1.05,149130.72,1,0,165.6321180513006,Intel Core i7,0,512,0,0
492,492,Asus,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,1.99,71928.0,0,0,141.21199808219862,Intel Core i7,1000,128,0,0
493,493,Acer,Notebook,8,AMD Radeon RX 540,Windows 10,2.2,30849.12,0,0,100.45466986113652,AMD Processor,1000,0,0,0
494,494,Asus,Gaming,24,Nvidia GeForce GTX 965M,Windows 10,4.33,67612.32,1,1,127.33567457123112,Intel Core i7,1000,256,0,0
495,495,Lenovo,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.3,58554.72,0,1,125.36742798669836,Intel Core i5,0,180,0,0
496,496,Lenovo,Notebook,8,Intel UHD Graphics 620,Windows 10,2.17,47893.392,0,0,141.21199808219862,Intel Core i7,0,256,0,0
497,497,HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.48,93186.72,0,0,157.3505121487356,Intel Core i7,0,1000,0,0
498,498,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.4,50562.72,0,1,165.6321180513006,Intel Core i3,0,256,0,0
499,499,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,2.3,48538.08,0,1,141.21199808219862,Intel Core i5,0,256,0,0
500,500,Asus,Netbook,4,Intel HD Graphics 500,Windows 10 S,1.2,18115.2,0,0,135.0942111925629,Intel Processor,0,0,0,64
501,501,HP,Notebook,8,AMD Radeon 520,Windows 10,1.91,32979.7872,0,0,100.45466986113652,Intel Core i5,0,256,0,0
502,502,Lenovo,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.4,85194.72,1,1,158.48253022174808,Intel Core i5,0,256,0,0
503,503,Lenovo,Notebook,4,Intel HD Graphics 500,Windows 10,2.1,15930.72,0,0,111.93520355955212,Intel Processor,500,0,0,0
504,504,Lenovo,Netbook,4,Intel HD Graphics 400,Chrome OS,1.25,14119.2,0,0,135.0942111925629,Intel Processor,0,16,0,0
505,505,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.44,50562.72,0,0,165.6321180513006,Intel Core i5,0,256,0,0
506,506,Asus,Notebook,8,Intel HD Graphics 620,Windows 10,2.0,65214.72,0,0,141.21199808219862,Intel Core i7,1000,256,0,0
507,507,Acer,Notebook,4,Nvidia GeForce MX150,Windows 10,2.2,32660.64,0,1,141.21199808219862,Intel Core i5,1000,0,0,0
508,508,HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.34,70489.44,0,1,165.6321180513006,Intel Core i7,0,512,0,0
509,509,Lenovo,Gaming,8,Nvidia GeForce GTX 1060,No OS,2.4,61218.72,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
510,510,Dell,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.29,47898.72,1,1,165.6321180513006,Intel Core i5,0,128,0,0
511,511,Acer,Notebook,4,Nvidia GeForce 940MX,Windows 10,2.2,34045.92,0,0,141.21199808219862,Intel Core i7,500,0,0,0
512,512,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.18,44542.08,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
513,513,Dell,Notebook,16,AMD Radeon 530,Windows 10,2.2,64961.1072,0,0,141.21199808219862,Intel Core i7,2000,256,0,0
514,514,Xiaomi,Notebook,16,Nvidia GeForce MX150,No OS,1.95,74589.336,0,1,141.21199808219862,Intel Core i7,0,256,0,0
515,515,Asus,Netbook,2,Intel HD Graphics 500,Windows 10,1.1,13053.6,0,0,135.0942111925629,Intel Processor,0,0,0,32
516,516,HP,Notebook,4,Intel UHD Graphics 620,Windows 10,2.04,27783.9216,1,0,100.45466986113652,Intel Core i5,1000,0,0,0
517,517,Asus,Gaming,24,Nvidia GeForce GTX1080,Windows 10,2.24,158135.04,0,0,141.21199808219862,Intel Core i7,0,512,0,0
518,518,HP,Notebook,8,Nvidia GeForce 930MX,Windows 10,2.04,47365.92,0,0,141.21199808219862,Intel Core i5,0,256,0,0
519,519,Asus,Gaming,16,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,80133.12,0,0,127.33567457123112,Intel Core i7,1000,256,0,0
520,520,Lenovo,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,3.2,74538.72,0,1,141.21199808219862,Intel Core i7,1000,256,0,0
521,521,HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.32,74538.72,0,1,165.6321180513006,Intel Core i7,0,256,0,0
522,522,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.64,68184.0144,0,0,157.3505121487356,Intel Core i5,0,256,0,0
523,523,HP,Notebook,4,Intel HD Graphics 520,Windows 10,1.63,36709.92,0,0,100.45466986113652,Intel Core i3,0,128,0,0
524,524,Dell,Notebook,8,AMD Radeon 530,Linux,2.8,47365.92,0,1,127.33567457123112,Intel Core i5,1000,128,0,0
525,525,Lenovo,Notebook,8,Intel HD Graphics 520,Windows 7,2.02,71395.2,0,0,157.3505121487356,Intel Core i5,0,256,0,0
526,526,Lenovo,Notebook,4,Nvidia GeForce 920MX,Windows 10,2.2,42570.72,0,0,141.21199808219862,Intel Core i7,1000,0,0,0
527,527,Lenovo,Notebook,8,Nvidia GeForce 920MX ,No OS,2.2,24455.52,0,0,100.45466986113652,Intel Core i3,2000,0,0,0
528,528,Dell,Notebook,4,AMD Radeon R5 M430,Windows 10,2.3,31168.8,0,0,141.21199808219862,Intel Core i5,500,0,0,0
529,529,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.9,73366.56,0,0,141.21199808219862,Intel Core i5,0,256,0,0
530,530,Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,4.42,160520.3856,0,1,127.33567457123112,Intel Core i7,1000,128,0,0
531,531,Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,2.0,45820.8,0,1,141.21199808219862,Intel Core i5,500,0,0,0
532,532,Asus,Notebook,8,Nvidia GeForce GTX 960M,Windows 10,2.0,69210.72,0,1,282.42399616439724,Intel Core i7,1000,256,0,0
533,533,Mediacom,Notebook,4,Intel HD Graphics 500,Windows 10,1.2,19660.32,0,1,165.6321180513006,Intel Processor,0,32,0,0
534,534,Asus,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.3,87858.72,0,1,141.21199808219862,Intel Core i5,1000,128,0,0
535,535,Dell,Notebook,8,Nvidia GeForce 930MX,Windows 10,1.93,72940.32,0,0,141.21199808219862,Intel Core i7,0,256,0,0
536,536,Dell,Notebook,8,AMD Radeon 530,Windows 10,2.2,42486.0048,0,0,141.21199808219862,Intel Core i5,0,256,0,0
537,537,HP,Notebook,4,Intel HD Graphics 405,Windows 10,1.86,21258.1872,0,0,141.21199808219862,Intel Processor,0,256,0,0
538,538,HP,Gaming,12,Nvidia GeForce GTX 1060,Windows 10,2.62,95850.72,0,0,127.33567457123112,Intel Core i7,1000,0,0,0
539,539,Lenovo,Notebook,8,Nvidia GeForce 940MX,Windows 10,1.87,45767.52,0,1,157.3505121487356,Intel Core i7,0,256,0,0
540,540,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.2,74538.72,1,0,276.053530085501,Intel Core i7,0,256,0,0
541,541,Dell,Notebook,4,Intel HD Graphics 520,Windows 10,1.6,39207.1536,0,0,157.3505121487356,Intel Core i3,0,128,0,0
542,542,HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.34,61005.6,0,1,276.053530085501,Intel Core i7,0,256,0,0
543,543,Acer,Gaming,8,Nvidia GeForce GTX 1050,Linux,2.4,42517.44,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
544,544,Asus,Notebook,4,AMD Radeon R2 Graphics,Windows 10,2.0,18594.72,0,0,100.45466986113652,AMD Processor,500,0,0,0
545,545,HP,Notebook,4,Intel HD Graphics 620,Windows 10,2.1,37589.04,0,0,141.21199808219862,Intel Core i3,0,128,0,0
546,546,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.87,41824.8,0,0,157.3505121487356,Intel Core i5,500,0,0,0
547,547,Lenovo,Notebook,4,Intel HD Graphics 520,No OS,2.15,24634.008,0,0,141.21199808219862,Intel Core i5,1000,0,0,0
548,548,HP,Notebook,4,Intel HD Graphics 520,Windows 10,1.86,21152.16,0,0,141.21199808219862,Intel Core i3,500,0,0,0
549,549,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.99,92121.12,0,1,141.21199808219862,Intel Core i7,0,512,0,0
550,550,Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.2,26586.72,0,0,141.21199808219862,Intel Core i3,0,128,0,0
551,551,Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.9,59513.2272,0,0,141.21199808219862,Intel Core i5,0,256,0,0
552,552,Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,4.42,143802.72,0,1,127.33567457123112,Intel Core i7,1000,256,0,0
553,553,HP,Notebook,8,Intel HD Graphics 520,Windows 10,2.65,28992.312,0,0,106.11306214269258,Intel Core i3,1000,0,0,0
554,554,HP,Notebook,8,Nvidia GeForce 930MX,Windows 10,2.63,68198.4,0,0,127.33567457123112,Intel Core i7,1000,0,0,0
555,555,Asus,Notebook,4,Intel HD Graphics 500,Linux,2.0,11934.72,0,0,100.45466986113652,Intel Processor,500,0,0,0
556,556,Mediacom,Notebook,4,Intel HD Graphics,Windows 10,1.35,13586.4,0,1,165.6321180513006,Intel Processor,0,0,0,32
557,557,Lenovo,Notebook,6,Nvidia GeForce 940MX,Windows 10,2.8,50562.72,0,0,106.11306214269258,Intel Core i7,1000,128,0,0
558,558,HP,Notebook,6,AMD Radeon 530,Windows 10,1.91,30310.992,0,1,141.21199808219862,AMD Processor,0,128,0,0
559,559,Dell,Notebook,4,AMD Radeon R5 M420,Windows 10,2.18,32921.712,0,0,100.45466986113652,Intel Core i3,1000,0,0,0
560,560,Acer,2 in 1 Convertible,4,Intel HD Graphics 500,Windows 10,1.25,18594.72,1,1,189.90579052433608,Intel Processor,0,0,0,32
561,561,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,2.05,33566.4,0,0,141.21199808219862,Intel Core i3,0,128,0,0
562,562,HP,Ultrabook,16,Intel HD Graphics 515,Windows 10,1.16,104695.2,1,1,276.053530085501,Intel Processor,0,512,0,0
563,563,Lenovo,Notebook,8,Nvidia Quadro M620M,Windows 10,3.4,159786.72,0,1,127.33567457123112,Intel Core i7,0,256,0,0
564,564,Asus,Notebook,8,Nvidia GeForce GTX 1050,Windows 10,2.5,44701.92,0,0,141.21199808219862,Intel Core i5,1000,128,0,0
565,565,Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.21,85194.72,1,1,331.2642361026012,Intel Core i5,0,128,0,0
566,566,Dell,Notebook,4,Intel HD Graphics 620,Windows 10,1.93,51095.52,0,0,100.45466986113652,Intel Core i5,500,0,0,0
567,567,Fujitsu,Notebook,8,Intel HD Graphics 620,Windows 10,2.2,39373.92,0,0,100.45466986113652,Intel Core i5,1000,0,0,0
568,568,Lenovo,Notebook,4,Intel HD Graphics 505,Windows 10,2.2,18328.32,0,0,141.21199808219862,Intel Processor,500,0,0,0
569,569,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,2.02,52747.2,0,0,111.93520355955212,Intel Core i5,500,0,0,0
570,570,HP,Workstation,8,Nvidia Quadro M1200,Windows 10,3.14,99153.5472,0,0,106.11306214269258,Intel Core i5,500,0,0,0
571,571,HP,Notebook,8,Intel HD Graphics 405,Windows 10,1.94,20725.92,0,0,111.93520355955212,Intel Processor,2000,0,0,0
572,572,HP,Notebook,6,AMD Radeon 530,Windows 10,1.95,34578.72,0,1,141.21199808219862,AMD Processor,0,256,0,0
573,573,Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,2.3,44222.4,0,0,141.21199808219862,Intel Core i5,0,256,0,0
574,574,Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,2.05,36496.8,0,0,141.21199808219862,Intel Core i5,500,0,0,0
